MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1043921|1|Sold|394900|03/09/2026|394900|433||38th|Ave||Greeley|Greeley|80634|Westmoor 1st Fg|Weld|10|2|3|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|RE/MAX Alliance-Greeley|9703305000|Allen Wasson|9706990036|1RMFG|173|R1915486|1972|0|2340|2050|1170||1170||1170|Full Basement,75%+Finished Basement|Separate Dining Room||Forced Air|3/4 Primary Bath||0.19|8250|RES||1941|2024|Experience the character of this ranch style home located on nice sized corner lot. This beautiful brick home has a separate dining area. Located on a cul-de-sac street with beautifully landscaped yard and great curb appeal! Covered patio, fenced back yard, sizable low maintenance back yard. 75% finished basement. Westmoor Park; Greeley Country Club; Bittersweet Park, Epple Park all located near by. Seller is offering Home Warranty Plan. Seller Now Offering $1500 Concessions to Buyer!||0|2||-104.74152|40.4286|1|Mar 09 2026 03:42PM|09/18/2025|07411|Jamie|Kimberlin|Cash,Conventional,FHA,VA|Private Owner|
1043978|1|Expired|375000|||1616||34th|Ave||Greeley|Greeley|80634|Woodbriar 3rd Fg|Weld|10|9|4|2|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|RE/MAX Alliance-Greeley|9703305000|Christina Koder|9703305000|1RMFG|182|R2261186|1975|0|1728|1642|864||864||864|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups|Living Room Fireplace|Forced Air|||0.18|7700|SFR||1649|2024|Seller is giving $5,000 in Concessions for the Buyer(s) to use towards Closings Costs or Interest Rate Buy Down!! Welcome to this inviting 4 bedroom, 2 bath ranch-style home tucked away in a quiet Cul-de-sac in the heart of town! With 2 bedrooms and a full bathroom on each level, this home offers a functional and flexible floor plan to fit your lifestyle. The open concept main floor features easy to care for laminate wood flooring in the kitchen and living room, highlighted by a cozy wood-burning fireplace. The bright kitchen is complete with stainless steel appliances and plenty of cabinet space. Downstairs you'll find a generous size family room, 2 bedrooms, a full bath and a spacious storage, laundry, and mechanical room, giving you all the utility you need. Enjoy evenings on the east facing patio, perfect for morning coffee or relaxing at the end of the day. Additional highlights include a 2-car attached garage and a convenient central location close to shopping, amenities, and the beautiful Bittersweet Park. This home blends comfort, convenience, and charm-schedule your showing today!||0|0||-104.73272|40.41403|2|Mar 19 2026 12:06AM|09/18/2025||||Cash,Conventional,FHA,VA|Private Owner|
1044031|1|Sold|359900|11/14/2025|359900|1703||29th|Ave Ct||Greeley|Greeley|80634|Rolling Hills 2nd Add|Weld|10|9|3|2|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|Sears Real Estate|9703307700|Ryan Andre|9703811081|1SEAR|57|R2235286|1972|0|2520|1260|1260||1260||1260|Full Basement,Unfinished Basement|Eat-in Kitchen,Washer/Dryer Hookups||Forced Air|Shared Primary Bath||0.18|7894|RL||1838|2024|Welcome inside to see this nice 3 bed, 2 bath, 2 car garage ranch style home tucked away in the fully established neighborhood with NO HOA & NO Metro Tax. We just had the home professionally cleaned and new carpet installed. Upon entry you will see the nice size living room with a wonderful picture window offering plenty of furniture layout possibilities. The kitchen provides lots of cabinets, newer vinyl kitchen flooring and stainless-steel appliances. The primary bedroom has good space and a private 3/4 bath and there are 2 other nice bedroom and a full bath on the main floor. The basement has 2 rooms that are partially finished with paneling, giving you lots of possibilities for expansion and storage. Outside you will find a nice, covered patio, fully fenced yard, patio, and a sprinkler system. There is a nice 2 car garage for your parking or storage needs, making this home the most affordable single family home in Greeley with a 2 car attached garage. Woodbriar Park is close by for those evening strolls. Class 4 roof and Central A/C round out the features of this home. Come make this your home today. More photos to come!||0|1||-104.72731|40.41342|1|Nov 14 2025 03:30PM|09/19/2025|M5432|Connor|Cole|Cash,Conventional,FHA,VA|Private Owner|
1044114|1|Sold|469000|01/30/2026|450000|4321|W|7th|St||Greeley|Greeley|80634|Westmoor 1st Fg|Weld|10|2|5|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|Windemere Realty Inc.|3036512300|Terry Lee|3035894712|LSOMM|133|R1852786|1978|0|2412|2332|1206||1206||1206|Full Basement,90%+ Finished Basement|Open Floor Plan,Washer/Dryer Hookups,Wood Floors,Kitchen Island|Living Room Fireplace|Forced Air|3/4 Primary Bath||0.16|7036|RES||1585|2024|Wonderfully updated 5 bed 3 bath ranch home. Open floor plan large kitchen w/island, granite counters, remarkable cabinetry. Dining space open to living room w/fireplace. Primary suite w/updated 3/4 bath. 2 other bedrooms & full bath complete the main level. Basement features large family room, 2 bedrooms a beautifully updated bath, laundry & storage. Both front & back yards have impeccable landscaping, spend hours enjoying the covered back deck. 2 car attached garage w/storage cabinets included. Home is wired w/separate box and has an outdoor gas line ready for an exterior generator. Two blocks away from Greeley infrastructure of pathways and close to Walmart & Starbucks for shopping ease.||0|2||-104.74931|40.42702|1|Jan 31 2026 09:09AM|09/20/2025|EXPRE|Thomas|Hoffner|Cash,Conventional,FHA,VA|Private Owner|
1044323|1|Expired|450000|||901||50th|Ave||Greeley|Greeley|80634|Westmoor West|Weld|10|2|5|3|1 Story/Ranch||Attached|2|Mcauliffe|Franklin|Northridge|Kentwood RE Northern Prop Llc|9703001985|Jane Spencer|3037480165|PNERK|189|R1952586|1980|0|2620|2620|1310||1310||1310|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Washer/Dryer Hookups,Skylights|Living Room Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.22|9578|RL||2185|2024|A nicely updated home awaits you in desirable Westmoor. Situated on a corner lot 1 blk from a park and 6 blks from Mcauliffe Elem, this 5 bed/3 bath home has space for everyone. The eat-in kitchen has ample storage and features granite counters and SS appliances. Curl up next to the fireplace in the light & bright vaulted-ceiling living room. Outdoor living is great too, with a shady patio in front, large deck in rear, two storage sheds and dog run. There's plenty of space to park your boat or RV. The basement is finished, with one conforming bedroom and one non-conforming bedroom plus the possibility for a spacious multi-gen suite. Tons of recent updates add value: 2025-new sod & dishwasher, 2024-AC & HW heater, 2021-furnace, 2018-roof. First Am Home Warranty provided. Move in & enjoy!||0|2||-104.76425|40.42391|1|Apr 01 2026 12:06AM|09/16/2025||||Cash,Conventional,FHA,VA|Private Owner|
1044391|1|Sold|395000|10/27/2025|400000|1104||24th|Ave||Greeley|Greeley|80634|Westview|Weld|10|9|5|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|New Horizons & Associates|9703510922|Christen DePetro|9703027787|1NWHZ|33||1961|0|2444|2400|1222||1222||1222|Full Basement,90%+ Finished Basement|Eat-in Kitchen||Forced Air||Contemporary/Modern|0.18|7800|R||1923|2024|This blonde brick gem has been in the same family for over 50 years! Loved, maintained, and updated, this all brick 5 bed / 3 bath home on corner lot also has a 2-car side-load garage!! Located on the main floor are 3 bedrooms, 1.5 baths, and a laundry room. The spacious finished basement has 2 more bedrooms, 3/4 bath and a wet bar/kitchenette. Enjoy the back patio and lovely back yard which has room for a shed or possible expanded driveway. NO HOA/NO METRO. Class IV Roof and new gutters. Updated, clean, and ready for new owners. Take a look today!!||1|1||-104.71779|40.42038|1|Oct 27 2025 03:27PM|09/25/2025|KW002|Omar|Robles Araujo|Cash,Conventional,FHA,VA|Private Owner|
1044696|1|Sold|409900|11/14/2025|409900|2501|W|20th|St Rd||Greeley|Greeley|80634|Cottonwood Village|Weld|10|14|4|3|1 Story/Ranch||Attached|2|Meeker|Brentwood|Greeley West|Resident Realty North Metro|3033255461|Troy Garcia|9703711059|0RWST|46|R2339086|1962|0|2448|2260|1224||1224||1224|Full Basement,90%+ Finished Basement,Daylight Basement|Separate Dining Room,Washer/Dryer Hookups,Wood Floors|2+ Fireplaces,Living Room Fireplace,Family/Recreation Room Fireplace,Masonry Fireplace|Forced Air|Full Primary Bath|Contemporary/Modern|0.25|10890|RL||2225|2025|Step into timeless charm with this spacious 1960s ranch-style retreat nestled in the heart of Cottonwood Village. Located in a well-established neighborhood known for its tree-lined streets and generously sized lots. From the moment you arrive, the manicured lawn and inviting curb appeal sets the tone for what's inside. Featuring 4 bedrooms and 3 bathrooms-including a beautifully remodeled main-floor bath-this residence is designed to accommodate both everyday living and entertaining with ease. The kitchen boasts freshly painted cabinetry and new laminate flooring that flows seamlessly into the hallway. One of the main-floor bedrooms and the fully finished basement showcase brand-new carpeting, while updated lighting in the family room and wet bar adds a contemporary touch. Enjoy cozy evenings by one of two wood-burning fireplaces with classic brick facades, or host unforgettable gatherings on the expansive covered back deck. The fully fenced backyard is a dream for gardeners and offers ample space for outdoor play and relaxation. Don't miss your chance to make it yours.||0|2||-104.719241|40.405893|1|Nov 19 2025 04:15AM|09/30/2025|CASTL|Andrew|Lipp|Cash,Conventional,FHA,VA|Private Owner|
1044730|1|Sold|425000|10/28/2025|425000|1439||27th|Ave||Greeley|Greeley|80634|Westview 3rd Add|Weld|10|9|3|2|Bi-Level||Detached|2|Scott|Heath|Greeley Central|C3 Real Estate Solutions, LLC|9702255152|Amy Stahl|9702224845|JCSRE|27|R2163386|1963|0|1813|1643|965||965||848|Full Basement,75%+Finished Basement,Walk-out Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Open Floor Plan,Washer/Dryer Hookups,Wood Floors,Kitchen Island|Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.18|8045|RES||1749|2024|Welcome to this charming bi-level home, ideally positioned on a spacious corner lot in a quiet cul-de-sac right in the heart of Greeley! This home has been thoughtfully refreshed with extensive updates, creating a warm and inviting feel filled with natural light and timeless character. Highlights include: Fully remodeled kitchen and full bathroom, beautifully refinished oak hardwood floors upstairs, new luxury vinyl plank flooring in the lower level, fresh interior and exterior paint, new doors, trim, lighting, and a brand-new deck! The flexible floorplan offers 3 bedrooms (1 upstairs, 2 downstairs), 2 bathrooms, and a potential non-conforming 4th bedroom in the lower level. The lower level also features a walk-out basement, cozy wood-burning fireplace, laundry area, and direct access to the backyard and garage. Car lovers and hobbyists will appreciate the oversized 2-car detached garage-insulated, heated, and topped with a rooftop deck perfect for relaxing or entertaining. The fenced backyard offers gardening opportunities, a firepit area, and plenty of space to enjoy Colorado living. This home is designed for comfort & connection! Best of all, this home has no HOA or metro tax and is conveniently located within blocks of restaurants, grocery stores, parks, schools, shopping, and entertainment. The only thing missing is YOU! Be sure to check the full list of updates in the documents tab!||0|1||-104.72286|40.41632|1|Oct 28 2025 02:12PM|09/30/2025|07333|Katie|Sellers|Cash,Conventional,FHA,VA|Private Owner|
1044773|1|Sold|350000|11/21/2025|329500|2808|W|6th|St||Greeley|Greeley|80634|Broadview Acres 4th Add|Weld|10|3|3|2|1 Story/Ranch||Attached|1|Madison|OTHER|Northridge|His House|9703978461|Daniel Preshaw|9703978461|HHPM1|52|R1743386|1965|0|1728|1728|864||864||864|Full Basement|Eat-in Kitchen,Washer/Dryer Hookups,Wood Floors||Forced Air|||0.23|9900|RL||1616|2024|BACK ON THE MARKET- Don't miss your second chance at owning this charming all-brick ranch located across the street from Broadview Park! NO HOA! This 3-bedroom, 2-bath home features a 1-car attached garage, beautiful hardwood floors on the main level, and updated laminate flooring in the kitchen. The finished basement offers a spacious family room, additional bedroom, and 3/4 bath, along with convenient washer/dryer hookups. Enjoy outdoor living on the large covered patio. The spacious backyard is fully fenced with a storage shed, and fire pit-perfect for entertaining. This home is located within walking distance to schools and other neighborhood parks. Schedule your showing today! Buyer is solely responsible for verifying all stated listing information, including but not limited to schools, property taxes, and square footage.||0|1||-104.726444|40.426745|1|Nov 21 2025 02:45PM|10/01/2025|ROGF1|Elizabeth|Sauter|Cash,Conventional,FHA,VA|Private Owner|
1045064|1|Expired|375000|||3822|W|11th|St|38|Greeley|Greeley|80634|The Orchards Of Greeley|Weld|10|10|3|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|Sears Real Estate|9703307700|Steve Baker|9703020879|1SEAR|210|R6897497|1998|0|2558|2179|1279||1279||1279|Full Basement,25%+Finished Basement|Separate Dining Room,Open Floor Plan,Walk-in Closet||Forced Air|Full Primary Bath|Patio Home,Contemporary/Modern|0.09|4050|RL|250|2001|2024|The perfect low-maintenance ranch is ready for you! No more snow shoveling or lawn mowing! This Orchard's patio home features 3 bedrooms, and 3 baths, a nice primary suite with a walk-in closet & full bathroom, and main floor laundry. Partially finished basement, new furnace, central air, new exterior paint, low HOA fee that takes care of lawn care, snow removal, trash, and a 2-car garage!||0|1||-104.742517|40.420596|2|May 01 2026 12:06AM|10/03/2025||||Cash,Conventional,FHA,VA|Private Owner|Monthly
1045105|1|Expired|410000|||1545||28th|Ave Pl||Greeley|Greeley|80634|Sherwood Park Sub|Weld|10|9|5|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|Real Estate Connections, Inc|9703883969|Debora Mata|9704055332|1RCON|185||1962|0|1950|1950|975||975||975|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Washer/Dryer Hookups,Wood Floors|No Fireplace|Forced Air|||0.18|7875|RES||1,824.73|2025|Come see this beautiful 5 bed 2 bath brick home that is situated on a nice sized corner lot in the Sherwood subdivision walking distance to the elementary school and Bittersweet Park for your enjoyment. This home features many upgrades! New roof, Furnace/AC, new paint throughout, new carpet, freshly stained hardwood floors on the main, new light fixtures and switches, new toilets and vanities in both bathrooms., new dishwasher, and new garage door. Nice large laundry room with plenty of room for storage. The yard does need some TLC but it is clean and ready to make it your own, with endless possibilities. The sprinkler system has been inspected and tuned and is ready to go. Extended concrete pad behind the fence, perfect for extra parking and or recreational vehicle storage. $1,000 dollar seller concession for appliances. Seller is a licensed real estate broker in the state of Colorado. Buyer to verify square footage. Basement bedrooms, rec-room, and laundry room are non-conforming. The current rooms were finished several years ago.||0|0||-104.724998|40.415178|4|Apr 07 2026 12:06AM|10/02/2025||||Cash,Conventional,VA,Owner Financing|Licensed Owner|
1045173|1|Sold|449990|11/19/2025|449990|2724|W|17th|St Rd||Greeley|Greeley|80634|Rolling Hills 1st Add|Weld|10|9|4|3|Bi-Level||Attached|2|Scott|Brentwood|Greeley Central|KW Realty Downtown, LLC|3035395700|Rolando Contreras|9703247090|0KWDN|45|R2299186|1971|0|2048|2048|1352||1352||696|90%+ Finished Basement|Eat-in Kitchen,Bay or Bow Window,Walk-in Closet,Washer/Dryer Hookups|Single Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.23|9960|SFR||2043|2024|Welcome to this beautiful move in ready home with 4 bedrooms, 3 baths, 2 car garage in a great condition and location. Recently updated, stainless steel appliances, Central air conditioning, all fenced with possible parking on the side and back of the house. Modern finishes around the house, good size lot, updated Deck on the back of the house. Wood burning fireplace. All appliances stay including washer and dryer.||0|2||-104.724542|40.412431|1|Nov 20 2025 04:57PM|10/06/2025|M4972|Brianna|Felz|Cash,Conventional,FHA,VA|Private Owner|
1045276|1|Sold|389500|12/01/2025|393500|2144||26th|Ave||Greeley|Greeley|80634|Cascade Park 2nd Add|Weld|10|14|3|2|1 Story/Ranch||Attached|2|Meeker|Brentwood|Greeley West|1st Realty Associates Inc|3037763200|June Lemmings|9705735791|L1ST|26|R2353686|1970|0|2702|1411|1411||1411||1291|Full Basement,Unfinished Basement,25%+Finished Basement|Eat-in Kitchen,Open Floor Plan,Washer/Dryer Hookups,French Doors|Living Room Fireplace,Single Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath|Contemporary/Modern|0.22|9375|RES||1884|2024|This inviting 3-bedroom, 2-bath brick ranch blends main floor living with modern updates in a quiet, tree-lined neighborhood. Step inside to the open living space complete with new vinyl flooring, white brick & wood burning fire place, & natural light from the large windows in front & French doors to the rear. The thoughtful layout includes a half wall at the entry, maintaining an open feel while subtly defining the space. The kitchen features functional L-shaped countertops, a breakfast bar, & a designated dining area, leading directly to a covered patio-ideal for seamless indoor-outdoor living. Out back, enjoy a fenced-in garden, existing framing for a chicken coop, and a private yard perfect for relaxing or entertaining. Down the main hallway are three generously sized bedrooms & an updated full bath. Off the oversized garage, a mudroom with washer/dryer hookups, a half bath, & backyard access offer practical convenience & extra storage. The unfinished basement comes with installed lighting and electrical, and includes a pool table & TV that stay with the home-ready for your finishing touch. Just 1 mile from the University of Northern Colorado, this home offers unbeatable access to shopping, dining, entertainment, and education. Don't miss your chance to make this peaceful retreat your own!||1|0||-104.721977|40.403123|1|Dec 02 2025 11:12AM|10/08/2025|19697|Yvette|Roman Ortiz Perez|Cash,Conventional,FHA,VA|Private Owner|
1045551|1|Sold|400000|12/11/2025|400000|2010||46th|Ave|19|Greeley|Greeley|80634|Village At Foxhill Twnhms 2nd Fg|Weld|10|13|4|3|1 Story/Ranch||Attached|2|Monfort|Brentwood|Greeley West|C3 Real Estate Solutions, LLC|9702255152|Jason Mahoney|9706672509|JCSRE|62|095914214008|1989|0|2798|2798|1573||1573||1225|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Pantry,Walk-in Closet,Washer/Dryer Hookups,Skylights,Wood Floors|Gas Fireplace|Forced Air|3/4 Primary Bath|Patio Home|0.07|3017|R-L|465|1953|2024|Custom woodwork throughout! This incredible home has it all w/gas fireplace, oak hardwood floors, vaulted ceilings, skylights, MAIN floor & LOWER Level Laundry, front and back patio, French doors, finished garage, jetted tub, garden level ranch style home & pella wood windows. Backs up to Green Space!! Huge Bedrooms with master bath. Buyer to verify all info. in MLS. Seller Is Related to Listing Agent!!! Renters insurance needed. 1 Basement Bedroom Non conforming - No Window||0|1||-104.751968|40.405216|2|Dec 11 2025 09:42AM|10/11/2025|TOPCO|Brianna|Waugh|Cash,Conventional,FHA,VA|Private Owner|Monthly
1045624|1|Sold|415000|02/13/2026|405000|1637||58th|Ave||Greeley|Greeley|80634|Country Club West 4th Fg|Weld|10|10|5|3|Tri-Level||Attached|2|Monfort|Heath|Greeley Central|RE/MAX Alliance-Loveland|9706691234|Brad Hutchings|9702905746|8RM1L|124|R7648999|1999|0|2134|2085|1605||1654||480|90%+ Finished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Open Floor Plan,Washer/Dryer Hookups|Gas Fireplace|Forced Air,2 or more Heat Sources|Full Primary Bath||0.2|8738|SFR||2106|2024|Move-in ready 5 bed / 3 bath home in desirable West Greeley with NO HOA or Metro District with plenty of room to park your toys. Insurance savings with 2018 class 4 shingles installed. Enjoy gorgeous mountain views from the private, fully enclosed yard and upper-level balcony/deck. This spacious residence features vaulted ceilings on the main floor, creating a bright and airy atmosphere, and a large kitchen with an eating nook perfect for casual dining. The lower-level family room with a cozy gas fireplace is ideal for entertaining, while the finished basement offers flexibility with two additional bedrooms-perfect for a home office, guest suite, or recreation space. The vaulted primary suite includes a walk-in closet and a full private bath. Additional features include central A/C, a newer Class 4 shingle roof (2018) for potential insurance savings, newer updated stainless appliances and a 2-car garage for ample parking & storage for your RV, boat or trailer. Located close to schools, shopping, and other amenities, this home offers both comfort and convenience in a peaceful setting. Don't miss this opportunity to make it yours!||1|0||-104.773769|40.411965|2|Feb 17 2026 02:30PM|10/13/2025|1RMFG|John|DeWitt|Cash,Conventional,FHA,VA|Private Owner|
1045674|1|Sold|359999|12/15/2025|360000|2409|W|8th|St||Greeley|Greeley|80634|Houston Heights 2nd Add|Weld|10|3|3|2|1 Story/Ranch||Attached|1|Madison|OTHER|Northridge|RE/MAX Alliance-Windsor|9705930999|Michelle King|9705906121|9ERRM|62|R1786386|1950|0|1878|1784|939||939||939|Full Basement,90%+ Finished Basement|Separate Dining Room,Open Floor Plan,Bay or Bow Window,Walk-in Closet,Washer/Dryer Hookups,Wood Floors||Forced Air|||0.24|10540|RL||1669|2024|Charming 3-Bed, 2-Bath Mid-Century Ranch on a Spacious Lot! Step inside this delightful home just moments from the new STEM school. Coved ceilings, arched entries, and a bright bay window create a warm and welcoming feel throughout. The kitchen features stainless steel appliances and a window overlooking the patio and yard, adding a sense of openness to the space. New windows enhance comfort and energy efficiency, while the basement offers additional living space and ample storage. Enjoy Colorado outdoor living on the large covered patio, perfect for relaxing or entertaining. The oversized yard provides endless possibilities for gardening, storage, or play, and includes a shed and alley access with RV parking. A truly cozy, thoughtfully updated home in a convenient location - this one won't last!||0|1||-104.719072|40.425435|1|Dec 15 2025 04:54PM|10/14/2025|1SCOT|Sam|Chhor|Cash,Conventional,FHA,VA|Private Owner|
1045834|1|Sold|425000|12/06/2025|415000|3820|W|7th|St Rd||Greeley|Greeley|80634|Westmoor 2nd Fg|Weld|10|2|5|2|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|Realty One Group Fourpoints|9705735880|Marilyn Barber|9703964894|ROGF1|51|R1929786|1973|0|2392|2347|1196||1196||1196|Full Basement,90%+ Finished Basement|Separate Dining Room,Washer/Dryer Hookups||Forced Air|Shared Primary Bath||0.16|6820|RL||1409|2024|Come Home for Thanksgiving!!! What a great home for family celebrations!!! A true gem with 5 bedroom - 2 bath - 2 car garage. Upstairs is a large living room, 3 bedroom and bath. The kitchen features newer cabinets and is open to dining and living areas. Plus new carpet throughout the upstairs. Downstairs has 2 bedrooms, a wonderful bath, family room, office/study/craft area, and a hugh laundry room. Patio doors open from the dining area onto a a covered patio and great yard for your outdoor enjoyment. Near neighborhood park and elementary school. Truly a Must Come See!!!!||0|1||-104.742072|40.425071|1|Dec 09 2025 11:24AM|10/16/2025|ELVRE|Kamara|Shanks|Cash,Conventional,FHA,VA|Private Owner|
1045858|1|Sold|374500|01/05/2026|374500|606||36th|Ave Ct||Greeley|Greeley|80634|Edwards Homes 6th Add|Weld|10|2|4|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|K & O Realty|9703882926|Brenda Odenbaugh|9703811169|1MBKO|82|R1904386|1971|0|1924|1690|962||962||962|90%+ Finished Basement|Separate Dining Room,Washer/Dryer Hookups,Wood Floors||Forced Air|Shared Primary Bath|Legal, Conforming|0.18|7700|RES||1681|2024|Come take a look at this wonderful 4 bed, 2 bath ranch style home. Home is located in well established neighborhood and is ready for new owners. Included with the sale are all the appliances, (freezer in basement, clothes washer and dryer, storage shed and pergola. Separate dining area for entertaining. Built in book shelves for Buyer's convenience. Original beautiful wood floors in living/dining and hallway. Basement theater (surround sound, projector, couch and living room TV are negotiable items). Nice storage shed in the backyard with large patio and garden area. Extra parking. NO HOA and NO METRO TAX. Buyer to verify measurements and other information provided.||0|1||-104.737888|40.427215|1|Jan 05 2026 02:09PM|10/16/2025|9GRPN|Jamie|Hammond|Cash,Conventional,FHA,VA|Private Owner|
1045862|1|Sold|350000|12/10/2025|350000|2013||23rd|Ave||Greeley|Greeley|80634|Cottonwood Village|Weld|10|14|3|2|Four-Level||Attached|2|Meeker|Brentwood|Greeley West|TopCO Realty|9702837202|Brianna Waugh|9702837202|TOPCO|29|R2342186|1973|0|2447|1933|1471|434|742|434|701|Partial Basement,25%+Finished Basement|Eat-in Kitchen,Separate Dining Room,Open Floor Plan||Forced Air|Shared Primary Bath||0.25|11000|RES||1521|2024|Welcome to 2013 23rd Avenue! This charming 3-bedroom, 2-bathroom home offers 2,447 square feet of comfortable living space in a fantastic Greeley location near Centennial Park and the University of Northern Colorado. Step inside to find bright, welcoming living areas and a functional kitchen with plenty of counter space and storage. The upper level features two spacious bedrooms with a shared full bathroom and a warm, inviting layout filled with natural light. On the lower level there is a third bedroom with additional living space you could use for a craft room, toy room or more. In the basement, you'll find two non-conforming bedrooms that just need flooring-perfect for guests, hobbies, or additional rental potential. In the upper loft area you can set it up as an office or reading nook. Plenty of space to make your own. Outside, mature landscaping creates a peaceful setting with established trees, lush lawn, and garden beds that enhance curb appeal and privacy. Whether you're a homeowner looking for a well-cared-for property or an investor seeking value and opportunity, this home offers comfort, space, and potential in one of Greeley's most convenient locations.||0|0||-104.716225|40.405981|2|Dec 11 2025 01:36PM|10/16/2025|RMREA|Maritza|Escobar Low|Cash,Conventional,FHA,VA|Private Owner|
1045904|1|Sold|439000|12/31/2025|415000|622||51st|Ave||Greeley|Greeley|80634|West Point|Weld|10|2|5|3|Raised Ranch||Attached|2|Mcauliffe|Mcauliffe|Northridge|NextHome Foundations|9703535006|Scott Nitzel|9705905450|1RSRE|76|R0166094|1997|0|2606|2606|1330||1330||1276|Full Basement,Walk-out Basement|Eat-in Kitchen,Open Floor Plan|Gas Fireplace|Forced Air|3/4 Primary Bath||0.16|6850|Res|124|2330|2024|Charming ranch-style home in the desirable West Point subdivision offering 4 beds, 3 baths, and a spacious 2-car garage on beautiful lot. The main floor features a comfortable open layout with a primary suite complete with a walk-in closet and private 3/4 bath, a main-level laundry, solid wood floors in the kitchen and dining plus all appliances included. The cozy living room includes a gas fireplace and opens to a raised deck overlooking the backyard-perfect for relaxing or entertaining. The walk-out basement adds convenience with a 4th bedroom, and space for a potential 5th bedroom, home office, or theater room, and plenty of storage. Recent updates include newer windows, sliding door, exterior paint, roof, and gutters-providing peace of mind. Conveniently located near Mcauliffe school, park and minutes to shopping, grocery and dining.||1|1||-104.766078|40.42751|1|Dec 31 2025 01:15PM|10/17/2025|COOP|Non-IRES|Agent|Cash,Conventional,FHA,VA|Private Owner|Quarterly
1045914|1|Sold|375000|12/04/2025|380000|740||43rd|Ave Ct||Greeley|Greeley|80634|Westmoor Acres 1st Fg|Weld|10|2|4|2|1 Story/Ranch||Attached|2|Shawsheen|Heath|Northridge|Sears Real Estate|9703307700|Bonnie Martin|9705760502|1SEAR|49|R1843686|1978|0|1700|1700|1292|382|440|470|408|Partial Basement|Eat-in Kitchen,Open Floor Plan,Washer/Dryer Hookups|Family/Recreation Room Fireplace|Forced Air|||0.16|6809|RES||1772|2024|Property Pre-inspected for your peace of mind! Welcome home to this well-cared-for 4-bedroom, 2-bath split-level in a centrally located neighborhood close to schools, parks, and shopping. This 1978 home offers a comfortable layout with hardwood floors, newer windows, newly remodeled bath and mechanical updates throughout, including a newer furnace, hot water heater, and central A/C. The kitchen features newer laminate flooring, and a newer refrigerator, creating a functional and inviting space for everyday living. The split-level design offers separation between living and bedroom areas while maintaining an open, connected flow. Step outside to enjoy the mature landscaping and a backyard ready for gatherings-complete with a bricked-in grill and firepit. The established neighborhood provides a sense of community and convenience, making this a great opportunity for anyone looking to put down roots in a central location.||0|2||-104.749266|40.424802|0|Dec 04 2025 11:36AM|10/16/2025|KTLRE|Deano|Zahakis|Cash,Conventional,FHA,VA|Private Owner|
